1DayTimer124,pass:BON2,pass:BON1,pass:BON9,SCORE6,SCORE7,SCORE1,SCORE9,SCORE3,SCORE4,mermaids,chaosmagicians,halflings,darklings,145,155,129,31
1DayTimer126,pass:BON2,pass:BON7,pass:BON3,SCORE1,SCORE5,SCORE7,SCORE3,SCORE2,SCORE6,witches,alchemists,chaosmagicians,mermaids,158,153,31,140
1DayTimer127,pass:BON7,pass:BON6,pass:BON5,SCORE2,SCORE9,SCORE7,SCORE8,SCORE6,SCORE5,engineers,nomads,darklings,cultists,118,106,29,175
1DayTimer128,pass:BON9,pass:BON4,pass:BON5,SCORE6,SCORE4,SCORE2,SCORE9,SCORE8,SCORE5,darklings,chaosmagicians,swarmlings,nomads,94,38,163,127
1DayTimer129,pass:BON1,pass:BON4,pass:BON5,SCORE5,SCORE7,SCORE6,SCORE4,SCORE2,SCORE8,darklings,nomads,engineers,chaosmagicians,102,55,126,127
24HRSPERMOVE,pass:BON2,pass:BON7,pass:BON9,SCORE6,SCORE8,SCORE4,SCORE3,SCORE2,SCORE7,mermaids,darklings,chaosmagicians,witches,38,43,149,54
34444,pass:BON2,pass:BON1,pass:BON7,SCORE4,SCORE1,SCORE7,SCORE3,SCORE8,SCORE2,alchemists,giants,nomads,witches,132,121,111,105
4pc,pass:BON2,pass:BON1,pass:BON7,SCORE4,SCORE2,SCORE8,SCORE3,SCORE7,SCORE5,giants,witches,nomads,swarmlings,77,115,124,108
4playerHotSauce12,pass:BON2,pass:BON1,pass:BON5,SCORE2,SCORE4,SCORE7,SCORE8,SCORE9,SCORE3,nomads,witches,swarmlings,darklings,148,122,124,95
4playerHotSauce13,pass:BON5,pass:BON4,pass:BON3,SCORE3,SCORE8,SCORE7,SCORE4,SCORE9,SCORE6,halflings,mermaids,witches,chaosmagicians,128,122,115,125
4playerHotSauce14,pass:BON2,pass:BON1,pass:BON6,SCORE1,SCORE9,SCORE3,SCORE7,SCORE4,SCORE8,halflings,darklings,engineers,mermaids,107,126,139,142
4pLeague_S16_D2L1_G1,pass:BON2,pass:BON1,pass:BON5,SCORE6,SCORE1,SCORE4,SCORE8,SCORE9,SCORE7,darklings,engineers,nomads,witches,160,114,140,115
4pLeague_S16_D2L1_G3,pass:BON9,pass:BON7,pass:BON4,SCORE5,SCORE2,SCORE8,SCORE3,SCORE7,SCORE6,darklings,engineers,nomads,mermaids,134,159,135,120
4pLeague_S16_D2L1_G5,pass:BON2,pass:BON9,pass:BON6,SCORE5,SCORE7,SCORE2,SCORE8,SCORE4,SCORE3,witches,darklings,nomads,chaosmagicians,154,131,108,129
4pLeague_S16_D2L1_G7,pass:BON1,pass:BON9,pass:BON3,SCORE6,SCORE2,SCORE3,SCORE7,SCORE8,SCORE4,darklings,mermaids,engineers,nomads,134,136,148,125
4pLeague_S16_D2L2_G2,pass:BON7,pass:BON9,pass:BON5,SCORE2,SCORE6,SCORE8,SCORE4,SCORE9,SCORE5,dwarves,darklings,nomads,witches,116,139,136,122
4pLeague_S16_D2L2_G3,pass:BON8,pass:BON1,pass:BON6,SCORE9,SCORE8,SCORE6,SCORE7,SCORE4,SCORE3,darklings,engineers,witches,nomads,142,116,133,155
4pLeague_S16_D2L2_G4,pass:BON9,pass:BON7,pass:BON4,SCORE8,SCORE6,SCORE4,SCORE5,SCORE9,SCORE7,darklings,engineers,chaosmagicians,mermaids,123,122,134,144
4pLeague_S16_D2L2_G6,pass:BON2,pass:BON9,pass:BON3,SCORE8,SCORE6,SCORE2,SCORE1,SCORE3,SCORE4,darklings,engineers,halflings,witches,124,147,151,131
4pLeague_S16_D2L2_G7,pass:BON1,pass:BON9,pass:BON4,SCORE4,SCORE2,SCORE1,SCORE5,SCORE6,SCORE8,engineers,alchemists,cultists,nomads,123,116,144,135
4pLeague_S16_D3L1_G2,pass:BON1,pass:BON9,pass:BON4,SCORE4,SCORE1,SCORE5,SCORE3,SCORE8,SCORE7,giants,darklings,witches,cultists,125,118,123,141
4pLeague_S16_D3L3_G1,pass:BON9,pass:BON6,pass:BON3,SCORE9,SCORE1,SCORE8,SCORE3,SCORE6,SCORE5,engineers,darklings,mermaids,fakirs,137,169,124,129
4pLeague_S16_D3L3_G2,pass:BON2,pass:BON9,pass:BON6,SCORE4,SCORE7,SCORE5,SCORE3,SCORE6,SCORE9,swarmlings,chaosmagicians,darklings,engineers,114,123,140,151
4pLeague_S16_D3L3_G4,pass:BON8,pass:BON1,pass:BON5,SCORE1,SCORE6,SCORE2,SCORE8,SCORE9,SCORE5,darklings,engineers,cultists,swarmlings,149,148,132,123
4pLeague_S16_D3L3_G5,pass:BON8,pass:BON4,pass:BON5,SCORE3,SCORE7,SCORE4,SCORE5,SCORE8,SCORE2,alchemists,mermaids,nomads,chaosmagicians,135,144,167,133
4pLeague_S16_D3L3_G6,pass:BON8,pass:BON7,pass:BON2,SCORE3,SCORE9,SCORE4,SCORE2,SCORE7,SCORE5,mermaids,darklings,engineers,nomads,119,138,157,111
4pLeague_S16_D3L3_G7,pass:BON2,pass:BON7,pass:BON4,SCORE9,SCORE3,SCORE5,SCORE7,SCORE6,SCORE8,alchemists,engineers,mermaids,nomads,126,151,141,144
4pLeague_S16_D3L4_G1,pass:BON5,pass:BON9,pass:BON3,SCORE8,SCORE7,SCORE9,SCORE2,SCORE6,SCORE5,witches,alchemists,chaosmagicians,nomads,165,137,115,124
4pLeague_S16_D3L4_G3,pass:BON8,pass:BON2,pass:BON3,SCORE5,SCORE7,SCORE9,SCORE1,SCORE6,SCORE4,darklings,witches,halflings,chaosmagicians,152,134,162,132
4pLeague_S16_D3L4_G7,pass:BON8,pass:BON6,pass:BON3,SCORE6,SCORE7,SCORE4,SCORE1,SCORE9,SCORE8,halflings,chaosmagicians,darklings,swarmlings,150,139,142,134
4pLeague_S16_D4L3_G1,pass:BON1,pass:BON9,pass:BON6,SCORE4,SCORE6,SCORE2,SCORE7,SCORE9,SCORE3,nomads,alchemists,mermaids,witches,149,117,122,97
4pLeague_S16_D4L3_G4,pass:BON8,pass:BON7,pass:BON3,SCORE2,SCORE6,SCORE4,SCORE8,SCORE9,SCORE5,darklings,swarmlings,witches,chaosmagicians,103,145,97,154
4pLeague_S16_D4L4_G1,pass:BON2,pass:BON1,pass:BON3,SCORE6,SCORE9,SCORE2,SCORE1,SCORE4,SCORE8,halflings,engineers,alchemists,swarmlings,139,163,128,126
4pLeague_S16_D4L4_G2,pass:BON8,pass:BON1,pass:BON5,SCORE3,SCORE7,SCORE1,SCORE8,SCORE2,SCORE6,darklings,witches,mermaids,nomads,159,111,136,150
4pLeague_S16_D4L4_G4,pass:BON2,pass:BON9,pass:BON6,SCORE4,SCORE6,SCORE8,SCORE7,SCORE2,SCORE9,swarmlings,witches,cultists,chaosmagicians,129,118,116,115
4pLeague_S16_D4L4_G6,pass:BON8,pass:BON9,pass:BON5,SCORE3,SCORE1,SCORE7,SCORE9,SCORE4,SCORE5,darklings,engineers,mermaids,fakirs,138,136,149,138
4pLeague_S16_D4L4_G7,pass:BON2,pass:BON6,pass:BON3,SCORE7,SCORE8,SCORE1,SCORE2,SCORE5,SCORE4,alchemists,witches,chaosmagicians,nomads,99,148,121,118
4pLeague_S16_D4L8_G5,pass:BON9,pass:BON6,pass:BON4,SCORE1,SCORE8,SCORE3,SCORE2,SCORE6,SCORE4,cultists,witches,darklings,chaosmagicians,126,110,137,140
4pLeague_S16_D4L8_G7,pass:BON1,pass:BON7,pass:BON5,SCORE5,SCORE3,SCORE7,SCORE9,SCORE2,SCORE6,witches,darklings,engineers,fakirs,124,136,126,122
4pLeague_S16_D5L10_G2,pass:BON5,pass:BON6,pass:BON3,SCORE6,SCORE1,SCORE7,SCORE2,SCORE4,SCORE8,darklings,engineers,giants,mermaids,132,119,105,140
4pLeague_S16_D5L10_G3,pass:BON7,pass:BON9,pass:BON5,SCORE4,SCORE1,SCORE5,SCORE9,SCORE7,SCORE3,chaosmagicians,darklings,nomads,auren,119,91,126,136
4pLeague_S16_D5L10_G5,pass:BON8,pass:BON1,pass:BON7,SCORE7,SCORE2,SCORE1,SCORE9,SCORE6,SCORE8,nomads,alchemists,auren,chaosmagicians,120,103,143,117
4pLeague_S16_D5L10_G6,pass:BON8,pass:BON2,pass:BON5,SCORE4,SCORE9,SCORE3,SCORE7,SCORE8,SCORE2,nomads,witches,chaosmagicians,darklings,139,148,123,83
4pLeague_S16_D5L12_G2,pass:BON1,pass:BON6,pass:BON4,SCORE1,SCORE2,SCORE9,SCORE3,SCORE6,SCORE8,darklings,engineers,giants,mermaids,142,93,144,132
4pLeague_S16_D5L12_G4,pass:BON5,pass:BON4,pass:BON3,SCORE4,SCORE3,SCORE8,SCORE5,SCORE7,SCORE2,alchemists,swarmlings,chaosmagicians,witches,116,149,132,125
4pLeague_S16_D5L12_G6,pass:BON8,pass:BON7,pass:BON5,SCORE1,SCORE4,SCORE2,SCORE3,SCORE6,SCORE5,mermaids,nomads,darklings,dwarves,135,155,148,129
4pLeague_S16_D5L12_G7,pass:BON2,pass:BON9,pass:BON6,SCORE3,SCORE2,SCORE8,SCORE9,SCORE4,SCORE5,swarmlings,darklings,chaosmagicians,engineers,103,145,113,147
4pLeague_S16_D5L13_G6,pass:BON8,pass:BON2,pass:BON9,SCORE3,SCORE1,SCORE2,SCORE8,SCORE4,SCORE6,mermaids,cultists,engineers,giants,134,123,139,113
4pLeague_S16_D5L14_G4,pass:BON2,pass:BON4,pass:BON5,SCORE5,SCORE2,SCORE9,SCORE6,SCORE3,SCORE4,darklings,engineers,nomads,mermaids,128,165,127,119
4pLeague_S16_D5L14_G6,pass:BON8,pass:BON4,pass:BON3,SCORE9,SCORE1,SCORE2,SCORE7,SCORE5,SCORE8,engineers,darklings,nomads,mermaids,127,123,160,133
4pLeague_S16_D5L15_G3,pass:BON2,pass:BON6,pass:BON3,SCORE7,SCORE5,SCORE2,SCORE4,SCORE3,SCORE6,chaosmagicians,swarmlings,alchemists,engineers,115,106,123,114
4pLeague_S16_D5L15_G7,pass:BON1,pass:BON9,pass:BON4,SCORE1,SCORE6,SCORE9,SCORE7,SCORE4,SCORE8,darklings,mermaids,chaosmagicians,nomads,107,124,103,131
4pLeague_S16_D5L16_G2,pass:BON8,pass:BON7,pass:BON4,SCORE4,SCORE1,SCORE5,SCORE3,SCORE7,SCORE6,alchemists,chaosmagicians,swarmlings,nomads,136,130,137,125
4pLeague_S16_D5L1_G2,pass:BON8,pass:BON5,pass:BON3,SCORE9,SCORE1,SCORE2,SCORE4,SCORE5,SCORE8,nomads,cultists,engineers,mermaids,128,138,161,120
4pLeague_S16_D5L1_G5,pass:BON8,pass:BON4,pass:BON5,SCORE1,SCORE7,SCORE2,SCORE5,SCORE4,SCORE8,chaosmagicians,witches,darklings,halflings,121,158,135,133
4pLeague_S16_D5L1_G7,pass:BON5,pass:BON9,pass:BON3,SCORE5,SCORE6,SCORE4,SCORE3,SCORE8,SCORE2,mermaids,engineers,darklings,nomads,138,126,136,136
4pLeague_S16_D5L2_G1,pass:BON2,pass:BON6,pass:BON4,SCORE7,SCORE3,SCORE8,SCORE4,SCORE5,SCORE6,swarmlings,nomads,engineers,witches,128,114,121,132
4pLeague_S16_D5L2_G4,pass:BON6,pass:BON7,pass:BON4,SCORE6,SCORE1,SCORE3,SCORE2,SCORE4,SCORE8,darklings,mermaids,nomads,chaosmagicians,125,130,136,122
4pLeague_S16_D5L2_G5,pass:BON2,pass:BON1,pass:BON5,SCORE7,SCORE5,SCORE9,SCORE1,SCORE6,SCORE8,alchemists,cultists,chaosmagicians,witches,148,94,148,139
4pLeague_S16_D5L3_G1,pass:BON6,pass:BON7,pass:BON4,SCORE9,SCORE6,SCORE2,SCORE3,SCORE5,SCORE7,darklings,engineers,mermaids,chaosmagicians,135,136,113,120
4pLeague_S16_D5L3_G3,pass:BON5,pass:BON9,pass:BON3,SCORE6,SCORE5,SCORE3,SCORE8,SCORE4,SCORE7,darklings,engineers,mermaids,cultists,133,146,103,148
4pLeague_S16_D5L3_G4,pass:BON8,pass:BON9,pass:BON6,SCORE4,SCORE3,SCORE5,SCORE9,SCORE2,SCORE8,nomads,mermaids,dwarves,cultists,110,115,136,126
4pLeague_S16_D5L3_G6,pass:BON2,pass:BON6,pass:BON4,SCORE7,SCORE4,SCORE5,SCORE6,SCORE3,SCORE2,mermaids,darklings,engineers,nomads,142,144,158,130
4pLeague_S16_D5L5_G3,pass:BON8,pass:BON7,pass:BON4,SCORE5,SCORE4,SCORE7,SCORE1,SCORE8,SCORE6,halflings,darklings,engineers,nomads,137,139,143,132
4pLeague_S16_D5L5_G7,pass:BON8,pass:BON2,pass:BON9,SCORE7,SCORE4,SCORE3,SCORE6,SCORE2,SCORE9,darklings,chaosmagicians,auren,swarmlings,132,150,87,123
4pLeague_S16_D5L7_G1,pass:BON8,pass:BON1,pass:BON7,SCORE2,SCORE9,SCORE4,SCORE8,SCORE5,SCORE7,engineers,darklings,mermaids,nomads,135,129,138,113
4pLeague_S16_D5L7_G2,pass:BON1,pass:BON6,pass:BON5,SCORE1,SCORE4,SCORE5,SCORE7,SCORE3,SCORE9,witches,darklings,chaosmagicians,nomads,155,118,127,112
4pLeague_S16_D5L7_G3,pass:BON5,pass:BON6,pass:BON3,SCORE8,SCORE4,SCORE9,SCORE2,SCORE3,SCORE7,darklings,witches,cultists,chaosmagicians,129,136,108,105
4pLeague_S16_D5L7_G4,pass:BON1,pass:BON7,pass:BON5,SCORE2,SCORE4,SCORE1,SCORE6,SCORE3,SCORE5,darklings,chaosmagicians,mermaids,nomads,150,131,134,105
4pLeague_S16_D5L7_G5,pass:BON7,pass:BON9,pass:BON5,SCORE1,SCORE3,SCORE5,SCORE6,SCORE9,SCORE2,darklings,mermaids,engineers,chaosmagicians,165,159,125,123
4pLeague_S16_D5L7_G6,pass:BON5,pass:BON9,pass:BON3,SCORE1,SCORE4,SCORE2,SCORE6,SCORE3,SCORE8,darklings,engineers,mermaids,nomads,138,124,134,140
4pLeague_S16_D5L8_G1,pass:BON9,pass:BON4,pass:BON3,SCORE6,SCORE8,SCORE4,SCORE7,SCORE2,SCORE3,darklings,nomads,mermaids,engineers,127,143,129,120
4pLeague_S16_D5L8_G2,pass:BON8,pass:BON9,pass:BON6,SCORE5,SCORE8,SCORE1,SCORE7,SCORE4,SCORE9,witches,mermaids,dwarves,halflings,46,148,103,140
4pLeague_S16_D5L8_G3,pass:BON1,pass:BON5,pass:BON3,SCORE8,SCORE9,SCORE5,SCORE7,SCORE3,SCORE2,darklings,swarmlings,engineers,chaosmagicians,153,145,134,122
4pLeague_S16_D5L8_G4,pass:BON1,pass:BON4,pass:BON3,SCORE5,SCORE6,SCORE9,SCORE1,SCORE7,SCORE8,darklings,halflings,chaosmagicians,mermaids,130,146,149,141
4pLeague_S16_D5L8_G6,pass:BON2,pass:BON1,pass:BON3,SCORE8,SCORE3,SCORE6,SCORE1,SCORE7,SCORE2,halflings,mermaids,darklings,witches,166,112,118,108
4pLeague_S16_D5L8_G7,pass:BON8,pass:BON2,pass:BON5,SCORE1,SCORE4,SCORE6,SCORE7,SCORE8,SCORE2,mermaids,dwarves,nomads,darklings,131,122,149,133
4pLeague_S16_D5L9_G2,pass:BON8,pass:BON1,pass:BON5,SCORE7,SCORE2,SCORE9,SCORE4,SCORE3,SCORE6,swarmlings,nomads,giants,witches,124,144,123,117
4pLeague_S16_D6L10_G2,pass:BON6,pass:BON7,pass:BON4,SCORE8,SCORE6,SCORE3,SCORE4,SCORE5,SCORE2,mermaids,nomads,engineers,chaosmagicians,150,153,126,93
4pLeague_S16_D6L10_G4,pass:BON7,pass:BON5,pass:BON3,SCORE4,SCORE9,SCORE6,SCORE2,SCORE7,SCORE8,engineers,swarmlings,chaosmagicians,nomads,113,131,114,150
4pLeague_S16_D6L10_G5,pass:BON1,pass:BON5,pass:BON3,SCORE2,SCORE8,SCORE4,SCORE1,SCORE6,SCORE3,halflings,darklings,nomads,chaosmagicians,120,139,114,118
4pLeague_S16_D6L10_G7,pass:BON6,pass:BON7,pass:BON4,SCORE6,SCORE2,SCORE9,SCORE7,SCORE8,SCORE5,mermaids,nomads,darklings,engineers,141,90,149,112
4pLeague_S16_D6L11_G4,pass:BON7,pass:BON4,pass:BON3,SCORE5,SCORE2,SCORE7,SCORE1,SCORE6,SCORE9,darklings,halflings,nomads,chaosmagicians,136,133,105,120
4pLeague_S16_D6L13_G3,pass:BON8,pass:BON6,pass:BON4,SCORE2,SCORE9,SCORE1,SCORE6,SCORE8,SCORE4,mermaids,halflings,engineers,chaosmagicians,116,119,136,124
4pLeague_S16_D6L13_G5,pass:BON8,pass:BON7,pass:BON2,SCORE3,SCORE4,SCORE8,SCORE2,SCORE7,SCORE5,mermaids,cultists,darklings,nomads,129,101,102,129
4pLeague_S16_D6L13_G7,pass:BON1,pass:BON9,pass:BON6,SCORE3,SCORE4,SCORE5,SCORE7,SCORE9,SCORE6,alchemists,mermaids,chaosmagicians,witches,109,101,144,125
4pLeague_S16_D6L15_G2,pass:BON8,pass:BON7,pass:BON3,SCORE7,SCORE1,SCORE2,SCORE8,SCORE4,SCORE6,darklings,engineers,nomads,chaosmagicians,166,144,109,130
4pLeague_S16_D6L15_G4,pass:BON9,pass:BON7,pass:BON6,SCORE4,SCORE1,SCORE8,SCORE3,SCORE6,SCORE9,swarmlings,nomads,witches,giants,117,111,112,123
4pLeague_S16_D6L15_G5,pass:BON1,pass:BON6,pass:BON3,SCORE7,SCORE1,SCORE3,SCORE4,SCORE5,SCORE2,mermaids,engineers,darklings,nomads,119,145,121,129
4pLeague_S16_D6L15_G7,pass:BON1,pass:BON9,pass:BON3,SCORE4,SCORE8,SCORE7,SCORE9,SCORE3,SCORE6,witches,darklings,swarmlings,chaosmagicians,108,131,135,141
4pLeague_S16_D6L16_G2,pass:BON5,pass:BON4,pass:BON3,SCORE5,SCORE8,SCORE6,SCORE2,SCORE4,SCORE3,darklings,mermaids,cultists,dwarves,115,136,113,132
4pLeague_S16_D6L16_G3,pass:BON8,pass:BON7,pass:BON9,SCORE4,SCORE3,SCORE7,SCORE6,SCORE9,SCORE5,swarmlings,alchemists,chaosmagicians,nomads,111,111,129,144
4pLeague_S16_D6L16_G4,pass:BON1,pass:BON7,pass:BON3,SCORE5,SCORE3,SCORE2,SCORE6,SCORE7,SCORE9,alchemists,mermaids,cultists,engineers,129,107,126,126
4pLeague_S16_D6L16_G6,pass:BON6,pass:BON4,pass:BON5,SCORE8,SCORE1,SCORE2,SCORE6,SCORE9,SCORE3,darklings,swarmlings,engineers,nomads,136,134,132,123
4pLeague_S16_D6L16_G7,pass:BON8,pass:BON1,pass:BON7,SCORE3,SCORE1,SCORE6,SCORE4,SCORE2,SCORE9,darklings,cultists,mermaids,engineers,136,116,138,120
4pLeague_S16_D6L17_G1,pass:BON5,pass:BON4,pass:BON3,SCORE1,SCORE6,SCORE5,SCORE8,SCORE7,SCORE9,darklings,mermaids,halflings,chaosmagicians,129,141,122,137
4pLeague_S16_D6L17_G2,pass:BON2,pass:BON1,pass:BON3,SCORE8,SCORE7,SCORE1,SCORE6,SCORE4,SCORE9,darklings,engineers,nomads,swarmlings,125,163,104,100
4pLeague_S16_D6L17_G5,pass:BON6,pass:BON7,pass:BON4,SCORE1,SCORE3,SCORE4,SCORE9,SCORE7,SCORE6,halflings,darklings,chaosmagicians,engineers,140,132,113,135
4pLeague_S16_D6L18_G7,pass:BON8,pass:BON9,pass:BON4,SCORE7,SCORE6,SCORE8,SCORE4,SCORE5,SCORE2,swarmlings,nomads,alchemists,engineers,101,141,129,151
4pLeague_S16_D6L19_G5,pass:BON2,pass:BON6,pass:BON5,SCORE3,SCORE2,SCORE4,SCORE1,SCORE8,SCORE5,darklings,mermaids,dwarves,cultists,130,115,119,142
4pLeague_S16_D6L1_G3,pass:BON2,pass:BON9,pass:BON3,SCORE2,SCORE4,SCORE9,SCORE7,SCORE8,SCORE6,darklings,dwarves,witches,chaosmagicians,136,69,107,127
4pLeague_S16_D6L1_G7,pass:BON8,pass:BON9,pass:BON5,SCORE5,SCORE8,SCORE1,SCORE2,SCORE9,SCORE3,cultists,nomads,witches,chaosmagicians,103,114,158,114
4pLeague_S16_D6L20_G1,pass:BON7,pass:BON4,pass:BON5,SCORE4,SCORE3,SCORE5,SCORE7,SCORE9,SCORE8,darklings,chaosmagicians,mermaids,engineers,109,131,133,162
4pLeague_S16_D6L20_G2,pass:BON2,pass:BON1,pass:BON9,SCORE5,SCORE4,SCORE3,SCORE6,SCORE8,SCORE7,chaosmagicians,mermaids,darklings,halflings,138,99,145,70
4pLeague_S16_D6L20_G7,pass:BON2,pass:BON6,pass:BON3,SCORE6,SCORE4,SCORE8,SCORE3,SCORE9,SCORE7,engineers,darklings,chaosmagicians,cultists,117,106,91,104
4pLeague_S16_D6L21_G4,pass:BON1,pass:BON9,pass:BON6,SCORE7,SCORE4,SCORE5,SCORE1,SCORE6,SCORE3,darklings,halflings,witches,chaosmagicians,114,143,144,137
4pLeague_S16_D6L21_G7,pass:BON8,pass:BON1,pass:BON4,SCORE3,SCORE8,SCORE6,SCORE2,SCORE7,SCORE4,darklings,mermaids,cultists,engineers,136,96,123,127
4pLeague_S16_D6L23_G1,pass:BON1,pass:BON9,pass:BON4,SCORE2,SCORE7,SCORE4,SCORE6,SCORE5,SCORE8,darklings,chaosmagicians,swarmlings,nomads,151,137,115,109
4pLeague_S16_D6L23_G3,pass:BON8,pass:BON1,pass:BON9,SCORE4,SCORE6,SCORE5,SCORE9,SCORE3,SCORE7,mermaids,alchemists,nomads,chaosmagicians,101,101,127,134
4pLeague_S16_D6L23_G5,pass:BON8,pass:BON1,pass:BON3,SCORE6,SCORE1,SCORE8,SCORE5,SCORE9,SCORE3,mermaids,engineers,nomads,cultists,124,126,138,142
4pLeague_S16_D6L23_G6,pass:BON1,pass:BON6,pass:BON5,SCORE8,SCORE5,SCORE1,SCORE9,SCORE2,SCORE4,halflings,nomads,witches,dwarves,144,120,113,128
4pLeague_S16_D6L23_G7,pass:BON2,pass:BON4,pass:BON5,SCORE1,SCORE3,SCORE2,SCORE6,SCORE8,SCORE9,engineers,darklings,mermaids,nomads,135,153,117,119
4pLeague_S16_D6L25_G2,pass:BON1,pass:BON4,pass:BON3,SCORE8,SCORE1,SCORE5,SCORE9,SCORE3,SCORE2,alchemists,witches,nomads,engineers,155,137,85,136
4pLeague_S16_D6L25_G3,pass:BON8,pass:BON7,pass:BON4,SCORE7,SCORE9,SCORE5,SCORE8,SCORE4,SCORE6,nomads,engineers,auren,alchemists,126,128,121,135
4pLeague_S16_D6L25_G4,pass:BON1,pass:BON5,pass:BON3,SCORE8,SCORE1,SCORE5,SCORE9,SCORE4,SCORE7,darklings,chaosmagicians,swarmlings,witches,134,100,128,137
4pLeague_S16_D6L25_G6,pass:BON2,pass:BON1,pass:BON6,SCORE6,SCORE2,SCORE1,SCORE9,SCORE5,SCORE3,darklings,swarmlings,giants,engineers,150,105,110,74
4pLeague_S16_D6L27_G3,pass:BON8,pass:BON1,pass:BON4,SCORE6,SCORE1,SCORE7,SCORE2,SCORE3,SCORE5,mermaids,engineers,cultists,nomads,148,153,107,129
4pLeague_S16_D6L27_G4,pass:BON1,pass:BON5,pass:BON3,SCORE3,SCORE7,SCORE4,SCORE6,SCORE9,SCORE2,witches,darklings,chaosmagicians,nomads,135,139,120,113
4pLeague_S16_D6L27_G7,pass:BON1,pass:BON9,pass:BON4,SCORE8,SCORE4,SCORE9,SCORE5,SCORE2,SCORE3,chaosmagicians,darklings,witches,nomads,130,140,139,133
4pLeague_S16_D6L28_G1,pass:BON5,pass:BON6,pass:BON3,SCORE2,SCORE6,SCORE8,SCORE5,SCORE4,SCORE3,darklings,swarmlings,nomads,chaosmagicians,102,125,95,129
4pLeague_S16_D6L28_G2,pass:BON2,pass:BON9,pass:BON5,SCORE6,SCORE4,SCORE2,SCORE1,SCORE5,SCORE9,swarmlings,halflings,chaosmagicians,darklings,104,129,141,108
4pLeague_S16_D6L28_G3,pass:BON2,pass:BON1,pass:BON4,SCORE1,SCORE5,SCORE2,SCORE8,SCORE6,SCORE4,mermaids,darklings,nomads,dwarves,124,134,141,151
4pLeague_S16_D6L28_G4,pass:BON8,pass:BON6,pass:BON4,SCORE3,SCORE2,SCORE1,SCORE4,SCORE5,SCORE7,darklings,dwarves,mermaids,nomads,124,124,128,137
4pLeague_S16_D6L28_G5,pass:BON8,pass:BON9,pass:BON6,SCORE1,SCORE5,SCORE6,SCORE8,SCORE2,SCORE7,mermaids,cultists,witches,chaosmagicians,134,156,94,123
4pLeague_S16_D6L30_G6,pass:BON2,pass:BON4,pass:BON5,SCORE3,SCORE1,SCORE2,SCORE9,SCORE4,SCORE8,engineers,darklings,chaosmagicians,auren,119,137,99,131
4pLeague_S16_D6L30_G7,pass:BON6,pass:BON4,pass:BON3,SCORE7,SCORE9,SCORE6,SCORE5,SCORE4,SCORE3,witches,swarmlings,cultists,nomads,116,112,130,103
